,Flavonifractor plautii,Faecalibacterium prausnitzii_C,Faecalibacterium prausnitzii,Faecalibacterium sp900539885,Faecalibacterium prausnitzii_G,Faecalibacterium prausnitzii_J,Faecalibacterium prausnitzii_A,Faecalibacterium sp900758465,Faecalibacterium prausnitzii_H,Faecalibacterium prausnitzii_E,Faecalibacterium prausnitzii_F,Gemmiger formicilis,Gemmiger sp900540775,Anaerotruncus colihominis,Ruminococcus_E bromii_B,Ruminococcus_E bromii,Blautia_A obeum,Blautia_A wexlerae,Blautia_A wexlerae_B,Agathobacter sp900317585,Mediterraneibacter faecis,Mediterraneibacter torques,Mediterraneibacter lactaris,Enterocloster bolteae,Enterocloster citroniae,Enterocloster clostridioformis,Coprococcus eutactus,Dorea_A longicatena_B,Dorea_A longicatena,Lachnospira eligens_A,Roseburia inulinivorans,Roseburia intestinalis,Anaerostipes hadrus,Eubacterium_G ventriosum,Bariatricus comes,Bariatricus comes_A,Anaerobutyricum hallii,Anaerobutyricum soehngenii,Dorea formicigenerans,Coprococcus_A catus,Eubacterium_I ramulus,Clostridium_Q symbiosum,Ruminococcus_B gnavus,Hungatella effluvii,Bacteroides uniformis,Bacteroides cellulosilyticus,Bacteroides timonensis,Bacteroides stercoris,Bacteroides sp900552405,Bacteroides xylanisolvens,Bacteroides eggerthii,Bacteroides fragilis,Bacteroides fluxus,Bacteroides finegoldii,Bacteroides intestinalis,Bacteroides faecis,Bacteroides nordii,Bacteroides salyersiae,Bacteroides sp902362375,Bacteroides fragilis_A,Bacteroides clarus,Phocaeicola dorei,Phocaeicola vulgatus,Phocaeicola plebeius,Phocaeicola massiliensis,Phocaeicola coprocola,Phocaeicola coprophilus,Prevotella sp900313215,Prevotella sp900551275,Prevotella copri_A,Prevotella stercorea,Prevotella sp015074785,Prevotella copri,Paraprevotella clara,Alistipes onderdonkii,Alistipes finegoldii,Alistipes shahii,Alistipes putredinis,Alistipes_A indistinctus,Parabacteroides distasonis,Parabacteroides distasonis_A,Parabacteroides gordonii,Parabacteroides merdae,Parabacteroides johnsonii,Butyricimonas virosa,Odoribacter splanchnicus,Barnesiella intestinihominis,Parasutterella excrementihominis,Escherichia coli,Escherichia fergusonii,Escherichia sp005843885,Escherichia coli_E,Escherichia albertii,Hafnia alvei,Klebsiella pneumoniae,Akkermansia muciniphila,Akkermansia muciniphila_B,Erysipelatoclostridium ramosum,Catenibacterium sp000437715,Catenibacterium mitsuokai,Holdemania filiformis,Holdemanella biformis,Streptococcus salivarius,Streptococcus sp001556435,Streptococcus thermophilus,Adlercreutzia celatus_A,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Bifidobacterium catenulatum,Bifidobacterium bifidum,Desulfovibrio sp900556755,Dialister invisus,Veillonella parvula_A,Phascolarctobacterium_A succinatutens,Acidaminococcus fermentans,Sutterella wadsworthensis,Acidaminococcus intestini
Enterocloster citroniae,0.5310376076121432,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.29978494623655916,0.3104531179901301,0.3104531179901301,0.6129604971149578,0.5791875855773619,0.5791875855773619,0.2794759825327511,0.5072727272727273,0.5072727272727273,0.29512403763900774,0.42565698478561553,0.42565698478561553,0.4946514201401697,0.2210762331838565,0.0,0.4192647743136343,0.3092643051771117,0.41218319253001334,0.41218319253001334,0.562444641275465,0.39231071008238527,0.39549339549339546,0.3248207885304659,0.44575578756241485,0.38488888888888884,0.38488888888888884,0.3857957036387549,0.5617173524150268,0.3188702415063447,0.2653339391185825,0.5798922800718133,0.2740835464620631,0.46927775781530723,0.44564240790655885,0.47081043956043955,0.4502335609054977,0.6052405498281788,0.47291156938133516,0.4502335609054977,0.4651810584958217,0.43853820598006643,0.4599184782608695,0.42265486725663715,0.4694385216773277,0.4628531566096965,0.5909287257019438,0.597452229299363,0.6046709129511677,0.4651810584958217,0.4599184782608695,0.4258407079646017,0.4690667598741699,0.45529290853031856,0.47627541919372096,0.6084724005134788,0.4750889679715302,0.48031216743526073,0.36715620827770357,0.36715620827770357,0.36715620827770357,0.6824966078697422,0.36715620827770357,0.36715620827770357,0.4533799533799534,0.6018724921979492,0.5907883082373782,0.45147219193020716,0.7107843137254901,0.40574234982999624,0.47283702213279677,0.47283702213279677,0.593013468013468,0.4761743832375802,0.4753317454916638,0.6290526315789473,0.6625896246309574,0.49116607773851595,0.6241166077738516,0.42317202401978105,0.5706806282722513,0.42317202401978105,0.42317202401978105,0.5825991189427313,0.2975047984644914,0.5770833333333334,0.47035853745118916,0.47035853745118916,0.3884630899556273,0.3370837083708371,0.3370837083708371,0.5009916699722332,0.5409109230149134,0.5824175824175823,0.5824175824175823,0.6578356533453076,0.6751223854027593,0.48576972833117726,0.3753929052537045,0.31137724550898205,0.45759717314487636,0.6418918918918919,0.6355777979981801,0.5975882090218847,0.6486725663716815,0.5894784172661871,0.6853207059836419,0.6314387211367674
Enterocloster clostridioformis,0.3500321130378934,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.4835876098012021,0.5979147778785132,0.5979147778785132,0.4675,0.6261261261261262,0.6261261261261262,0.4368421052631579,0.2788398154251813,0.2788398154251813,0.5738269479121825,0.6532454009024644,0.6532454009024644,0.6877165960723912,0.4889908256880734,0.4192647743136343,0.0,0.6066697121973503,0.5932038834951456,0.5932038834951456,0.35800893426930436,0.6451740506329113,0.638976377952756,0.5544554455445545,0.5604395604395604,0.5695652173913044,0.5695652173913044,0.597856477166822,0.34762833008447047,0.5249140893470791,0.49737219302436697,0.39497422680412375,0.4854194706146254,0.6443688586545729,0.22597071928707835,0.6843021232161504,0.6825913861744481,0.42182709993868794,0.6967559943582511,0.6825913861744481,0.687170474516696,0.6796585003711952,0.6799999999999999,0.6484458735262594,0.6932758000719166,0.6856740584301302,0.40382244143033297,0.406060606060606,0.4163636363636364,0.687170474516696,0.6799999999999999,0.6583718450053324,0.6910310734463276,0.6726643598615917,0.702020202020202,0.42166462668298654,0.6988472622478386,0.7038765254845657,0.6540880503144655,0.6540880503144655,0.6540880503144655,0.5292186474064347,0.6540880503144655,0.6540880503144655,0.6210921217173823,0.4119922630560928,0.3854568854568855,0.6822189566495225,0.5471204188481675,0.6441131498470948,0.6888513513513513,0.6888513513513513,0.4219858156028369,0.6961250849762066,0.6954436450839329,0.4770047169811321,0.5068738792588166,0.7212939921791681,0.48698884758364314,0.5726656626506024,0.41917670682730923,0.5726656626506024,0.5726656626506024,0.4295566502463054,0.5441176470588236,0.4417652411282984,0.7000357525920629,0.7000357525920629,0.6484947111472742,0.6175663311985362,0.6175663311985362,0.7101328903654485,0.6884735202492211,0.3929471032745592,0.3929471032745592,0.51252408477842,0.5608994378513429,0.6987990912041545,0.6668175645088275,0.5797918473547268,0.6879886282871357,0.4811932555123216,0.480731548007838,0.4286624203821656,0.49303797468354427,0.4082687338501292,0.5543412264723739,0.47820593809223
Coprococcus eutactus,0.630558183538316,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.35642661804922515,0.22481827622014539,0.22481827622014539,0.6172224987555999,0.48355263157894735,0.48355263157894735,0.31235321747299205,0.5920421860019176,0.5920421860019176,0.22660818713450293,0.389739663093415,0.389739663093415,0.4137638062871708,0.2545805207328833,0.3092643051771117,0.6066697121973503,0.0,0.3120418848167539,0.3120418848167539,0.6273674242424243,0.3171825930910722,0.3179190751445087,0.2772981208735399,0.32224645583424205,0.2626849894291755,0.2626849894291755,0.2684319833852544,0.6099806201550387,0.39795483596080106,0.3471428571428572,0.5886773547094188,0.3698811096433289,0.42661841576196224,0.6077817531305904,0.46274803444402846,0.4489636292530309,0.6931050022532672,0.47188449848024316,0.4489636292530309,0.45648042569365266,0.42793522267206474,0.46348623853211013,0.4948717948717949,0.4543325526932084,0.4656084656084656,0.6707706338349293,0.6779964221824687,0.6796945193171609,0.45648042569365266,0.46348623853211013,0.48708487084870844,0.46828712495252567,0.4782449725776965,0.45450964946829464,0.6777423759672281,0.44593528018942385,0.4518285489579237,0.3059663437021928,0.3059663437021928,0.3059663437021928,0.6914839367669556,0.3059663437021928,0.3059663437021928,0.4939908827186076,0.6794507575757576,0.6506425511661114,0.4803883495145631,0.7212456052235058,0.4191836734693878,0.47461928934010156,0.47461928934010156,0.6558995065051593,0.46590490232215265,0.46490902339398443,0.682518115942029,0.6871222687122269,0.46817649355720425,0.667308618199326,0.45862972669412205,0.6608863198458574,0.45862972669412205,0.45862972669412205,0.6684350132625995,0.39560439560439564,0.6613133476088509,0.46314972847168345,0.46314972847168345,0.2873239436619718,0.216302610548748,0.216302610548748,0.4491640307275192,0.47127510509107895,0.6632605666511844,0.6632605666511844,0.6485933503836316,0.6636178861788617,0.4752022511431586,0.2545357524012807,0.3038153556288271,0.43291731669266775,0.6380806533945891,0.7025440313111546,0.6585014409221902,0.6181725370086779,0.659942363112392,0.6592372461614661,0.6467095497278574
Dorea_A longicatena_B,0.6229919678714859,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.295774647887324,0.295774647887324,0.5728260869565218,0.5660998354360943,0.5660998354360943,0.2990608007909046,0.5855764347384459,0.5855764347384459,0.32355769230769227,0.4526717557251908,0.4526717557251908,0.4493506493506494,0.31732168850072784,0.41218319253001334,0.5932038834951456,0.3120418848167539,0.0,0.0,0.5729870129870129,0.3911488600804649,0.4046572934973638,0.4164222873900293,0.33047945205479456,0.19620253164556967,0.19620253164556967,0.38262195121951215,0.6030848329048843,0.4757076468103084,0.4195238095238095,0.577148958889482,0.44229925405879766,0.43160967472894074,0.5973472288015158,0.49141549027088893,0.4774451097804391,0.6348733233979136,0.5,0.4774451097804391,0.5040183696900115,0.4746524938675388,0.4960864703689899,0.5289962825278811,0.506080816006277,0.49344641480339246,0.6409247417609445,0.6434446057087566,0.6351616062683644,0.5040183696900115,0.4960864703689899,0.5213483146067416,0.4916439953361834,0.5020545386626821,0.49361022364217255,0.6323894684550422,0.49821499404998015,0.498015873015873,0.37101747173689614,0.37101747173689614,0.37101747173689614,0.663344407530454,0.37101747173689614,0.37101747173689614,0.466079295154185,0.6379132231404958,0.6469994957135653,0.5377138413685847,0.6744186046511628,0.4743747437474375,0.4998150203477617,0.4998150203477617,0.6227602905569007,0.4862212155530389,0.4824695121951219,0.6648910411622275,0.6374298827129016,0.5023828435266084,0.6767830045523521,0.4358974358974359,0.6530198621807863,0.4358974358974359,0.4358974358974359,0.6508828250401284,0.45586504511573167,0.6398337112622827,0.5385500575373994,0.5385500575373994,0.40801457194899815,0.33019853709508884,0.33019853709508884,0.5205232295895355,0.4715964740450539,0.6451292246520874,0.6451292246520874,0.6326194398682043,0.6354625550660793,0.5430163706025775,0.38561076604554867,0.396559739655974,0.5027110766847405,0.6221248630887185,0.6931521170935704,0.6607505070993915,0.5953820780648709,0.6609137055837564,0.6609014675052411,0.6326098464796188
Dorea_A longicatena,0.6229919678714859,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.3281703775411423,0.295774647887324,0.295774647887324,0.5728260869565218,0.5660998354360943,0.5660998354360943,0.2990608007909046,0.5855764347384459,0.5855764347384459,0.32355769230769227,0.4526717557251908,0.4526717557251908,0.4493506493506494,0.31732168850072784,0.41218319253001334,0.5932038834951456,0.3120418848167539,0.0,0.0,0.5729870129870129,0.3911488600804649,0.4046572934973638,0.4164222873900293,0.33047945205479456,0.19620253164556967,0.19620253164556967,0.38262195121951215,0.6030848329048843,0.4757076468103084,0.4195238095238095,0.577148958889482,0.44229925405879766,0.43160967472894074,0.5973472288015158,0.49141549027088893,0.4774451097804391,0.6348733233979136,0.5,0.4774451097804391,0.5040183696900115,0.4746524938675388,0.4960864703689899,0.5289962825278811,0.506080816006277,0.49344641480339246,0.6409247417609445,0.6434446057087566,0.6351616062683644,0.5040183696900115,0.4960864703689899,0.5213483146067416,0.4916439953361834,0.5020545386626821,0.49361022364217255,0.6323894684550422,0.49821499404998015,0.498015873015873,0.37101747173689614,0.37101747173689614,0.37101747173689614,0.663344407530454,0.37101747173689614,0.37101747173689614,0.466079295154185,0.6379132231404958,0.6469994957135653,0.5377138413685847,0.6744186046511628,0.4743747437474375,0.4998150203477617,0.4998150203477617,0.6227602905569007,0.4862212155530389,0.4824695121951219,0.6648910411622275,0.6374298827129016,0.5023828435266084,0.6767830045523521,0.4358974358974359,0.6530198621807863,0.4358974358974359,0.4358974358974359,0.6508828250401284,0.45586504511573167,0.6398337112622827,0.5385500575373994,0.5385500575373994,0.40801457194899815,0.33019853709508884,0.33019853709508884,0.5205232295895355,0.4715964740450539,0.6451292246520874,0.6451292246520874,0.6326194398682043,0.6354625550660793,0.5430163706025775,0.38561076604554867,0.396559739655974,0.5027110766847405,0.6221248630887185,0.6931521170935704,0.6607505070993915,0.5953820780648709,0.6609137055837564,0.6609014675052411,0.6326098464796188
Lachnospira eligens_A,0.4018506278916061,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6129184347006129,0.6129184347006129,0.4841897233201581,0.5817843866171004,0.5817843866171004,0.4814814814814815,0.3022774327122153,0.3022774327122153,0.5672859084730404,0.6915789473684211,0.6915789473684211,0.6689824274621986,0.6214912280701754,0.562444641275465,0.35800893426930436,0.6273674242424243,0.5729870129870129,0.5729870129870129,0.0,0.6504534212695796,0.6533604887983706,0.5511928429423459,0.5515320334261838,0.5992023928215353,0.5992023928215353,0.5976447497546614,0.29871977240398295,0.5317531305903399,0.4969879518072289,0.40273037542662116,0.5327570518653322,0.6748939452371769,0.37684729064039413,0.7016100178890876,0.6986199179410668,0.42457737321196354,0.7080903790087463,0.6986199179410668,0.7042660882140275,0.6823984526112186,0.688582537999293,0.6587887740029542,0.7114317425083241,0.6956680014561339,0.4199611147116008,0.4149616368286445,0.4338422391857506,0.7042660882140275,0.688582537999293,0.6566555431961438,0.7106598984771574,0.6848679514632405,0.7166790766939688,0.4223521767381416,0.7119464086341645,0.7127976190476191,0.6490978157644824,0.6490978157644824,0.6490978157644824,0.5236749116607774,0.6490978157644824,0.6490978157644824,0.6351059230436662,0.446236559139785,0.44766293614219876,0.6895499618611747,0.5621959694232106,0.6278787878787879,0.6833745146487822,0.6833745146487822,0.43150684931506844,0.6801575931232091,0.6802598339949477,0.46851385390428213,0.5322076297686054,0.7093632958801498,0.4726666666666667,0.6269332327423613,0.4727457972491085,0.6269332327423613,0.6269332327423613,0.4807403701850925,0.591104174795162,0.5022872827081427,0.7083024462564863,0.7083024462564863,0.663716814159292,0.6438356164383562,0.6438356164383562,0.7404092071611252,0.6946778711484594,0.40146471371504655,0.40146471371504655,0.5420875420875421,0.5006963788300836,0.7044996642041639,0.688878460816518,0.5838621940163191,0.6890040725657164,0.49931506849315066,0.5010337698139214,0.4672402382528127,0.48299319727891155,0.4004149377593361,0.5585003232062056,0.49767132401862946
Roseburia inulinivorans,0.6454018227009113,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.4005624748895139,0.26837060702875404,0.26837060702875404,0.601153504880213,0.5498614958448753,0.5498614958448753,0.39417239983812224,0.630272952853598,0.630272952853598,0.30561418319966227,0.27975966954562526,0.27975966954562526,0.2749790092359362,0.3270519262981575,0.39231071008238527,0.6451740506329113,0.3171825930910722,0.3911488600804649,0.3911488600804649,0.6504534212695796,0.0,0.11171662125340598,0.3664353859496965,0.4143316490583372,0.379646017699115,0.379646017699115,0.34152883325882877,0.6352545225073623,0.4337121212121212,0.39281236941078146,0.6211663066954644,0.41114575214341387,0.2827392871445735,0.636967565455256,0.34832288978990045,0.3245851022771131,0.7085962145110409,0.3457486832204665,0.3245851022771131,0.346626910175177,0.3103174603174603,0.3595828838547285,0.3794723527285869,0.35108406238113354,0.34453154162000743,0.7087912087912087,0.7069099378881988,0.7110073901205757,0.346626910175177,0.3595828838547285,0.37390988372093026,0.3619472315124489,0.36681065514758815,0.3465384615384616,0.7172467735627689,0.3424289008455035,0.3541984732824427,0.4071520896165446,0.4071520896165446,0.4071520896165446,0.735597592433362,0.4071520896165446,0.4071520896165446,0.3886655948553055,0.7216161616161616,0.7040775131207105,0.38371654730493776,0.7495719178082192,0.32293722858270824,0.3612303290414879,0.3612303290414879,0.6883268482490272,0.35377358490566035,0.34714076246334313,0.7009493670886076,0.7270194986072424,0.3557765876052028,0.7124129455141335,0.5006675567423231,0.6837606837606838,0.5006675567423231,0.5006675567423231,0.6839255499153976,0.4312829525483304,0.6720308979723206,0.3496955859969558,0.3496955859969558,0.3633034987794955,0.3207036535859269,0.3207036535859269,0.31920529801324504,0.32506887052341593,0.6840614886731391,0.6840614886731391,0.6825327510917031,0.6940460669274229,0.37136929460580914,0.38386524822695034,0.3922361504245855,0.45098730606488013,0.6606514084507042,0.7329426538300544,0.6854771784232365,0.64943032427695,0.7139374238114587,0.69957805907173,0.7003760969494359
Roseburia intestinalis,0.6483831354891527,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.4043737574552684,0.2812219227313567,0.2812219227313567,0.6109899694723071,0.5478260869565217,0.5478260869565217,0.40700915969733176,0.638990638990639,0.638990638990639,0.2834111158252015,0.29084846239347906,0.29084846239347906,0.2972861842105263,0.35094185094185093,0.39549339549339546,0.638976377952756,0.3179190751445087,0.4046572934973638,0.4046572934973638,0.6533604887983706,0.11171662125340598,0.0,0.38133787814230935,0.42992338891392523,0.3946110386788353,0.3946110386788353,0.36593886462882097,0.6462809917355372,0.4497767857142857,0.41130684145841867,0.6186803770351328,0.4177897574123989,0.29854273335959036,0.6255368996485748,0.3322246858832225,0.31678214010777517,0.7061815336463224,0.33621337340345603,0.31678214010777517,0.33779761904761907,0.3023347843292442,0.34985632183908044,0.3796196627197703,0.3470855412566237,0.34983376431473956,0.703862660944206,0.7030466640956421,0.7076091154886057,0.33779761904761907,0.34985632183908044,0.3787769784172662,0.3543365455893255,0.36001435750179467,0.3500952380952381,0.7147846332945285,0.330130668716372,0.35765595463138,0.4064102564102564,0.4064102564102564,0.4064102564102564,0.7445101351351351,0.4064102564102564,0.4064102564102564,0.38165798958750496,0.7174959871589085,0.7037185125949621,0.3928571428571429,0.745006374840629,0.324853228962818,0.3568376068376068,0.3568376068376068,0.6866074874565804,0.35706580366774543,0.3570911722141823,0.7102294826915597,0.715818759936407,0.36850037678975134,0.7228479485116653,0.5044628099173554,0.6858496953283684,0.5044628099173554,0.5044628099173554,0.6837865055387714,0.4419410745233969,0.6783216783216783,0.36121530382595646,0.36121530382595646,0.3642597821702299,0.3244087460954931,0.3244087460954931,0.3221153846153846,0.3400992331980154,0.6870503597122302,0.6870503597122302,0.6772234273318872,0.7043515358361775,0.3665173957974509,0.3704031900753212,0.3851732473811442,0.46354166666666663,0.6739974126778784,0.7483633387888706,0.6944104447164423,0.6583369237397674,0.715548413017276,0.7110927152317881,0.7112387202625102
Anaerostipes hadrus,0.5800000000000001,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.38807298620382735,0.29528535980148884,0.29528535980148884,0.576668364747835,0.4797814207650273,0.4797814207650273,0.3640072529465095,0.5279162512462612,0.5279162512462612,0.2611798287345385,0.46193078324225867,0.46193078324225867,0.4243697478991597,0.3305785123966942,0.3248207885304659,0.5544554455445545,0.2772981208735399,0.4164222873900293,0.4164222873900293,0.5511928429423459,0.3664353859496965,0.38133787814230935,0.0,0.2739955357142857,0.3824681684622919,0.3824681684622919,0.2288583509513742,0.528061224489796,0.33215547703180215,0.22634791454730419,0.501058201058201,0.2779064381658175,0.4789005032907472,0.5620404411764706,0.5209903121636168,0.5119581464872944,0.6636113657195234,0.5300327630141973,0.5119581464872944,0.5179934569247546,0.49109907120743035,0.5221518987341772,0.5315058739765042,0.5235796509468993,0.5231884057971015,0.6493087557603687,0.6478616924476797,0.6628959276018099,0.5179934569247546,0.5221518987341772,0.5278969957081545,0.5393217893217893,0.5293910594860964,0.5265519820493643,0.6662100456621005,0.5129748025573524,0.5222429906542057,0.40592168099331427,0.40592168099331427,0.40592168099331427,0.6635610766045549,0.40592168099331427,0.40592168099331427,0.5394157663065227,0.6494944631680308,0.6187015503875969,0.5334079880552445,0.6800618238021638,0.4707038930397168,0.5145972564192753,0.5145972564192753,0.6389516493447809,0.5158081705150976,0.5152057245080501,0.6395348837209303,0.6629001883239172,0.50057099352874,0.6156141223272005,0.47265336289726534,0.6119284294234593,0.47265336289726534,0.47265336289726534,0.61514319340918,0.396875,0.6241782322863404,0.48974943052391795,0.48974943052391795,0.3635551585529254,0.2880407124681934,0.2880407124681934,0.45381165919282507,0.4702325581395349,0.6059730250481696,0.6059730250481696,0.6348228043143298,0.5992588671254633,0.5017217630853994,0.3695436507936508,0.35590909090909095,0.45971744940817105,0.6193415637860082,0.6633266533066132,0.5905669844455594,0.59349173553719,0.6108910891089109,0.6445993031358885,0.6007121057985758
Eubacterium_G ventriosum,0.575192096597146,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.3596230158730159,0.32707774798927614,0.32707774798927614,0.500302480338778,0.522754491017964,0.522754491017964,0.3405541561712846,0.5246085011185682,0.5246085011185682,0.35629921259842523,0.5082092401680031,0.5082092401680031,0.4651474530831099,0.39332365747460085,0.44575578756241485,0.5604395604395604,0.32224645583424205,0.33047945205479456,0.33047945205479456,0.5515320334261838,0.4143316490583372,0.42992338891392523,0.2739955357142857,0.0,0.3003412969283277,0.3003412969283277,0.2710706150341685,0.5161662817551963,0.45214669051878353,0.37166324435318276,0.5011904761904762,0.3985882352941177,0.46474086661002545,0.5787878787878789,0.5650207312476442,0.5551615445232467,0.6375065479308539,0.5708253358925144,0.5551615445232467,0.5552995391705069,0.540122199592668,0.5815395840933966,0.5940959409594095,0.5552486187845305,0.5677837014470678,0.6224328593996841,0.6289989680082559,0.6363636363636364,0.5552995391705069,0.5815395840933966,0.5911786508524833,0.5850701023114816,0.592201166180758,0.5666271253459866,0.6391644908616188,0.5484642999601117,0.5671524222134698,0.4344899016053858,0.4344899016053858,0.4344899016053858,0.6400719856028794,0.4344899016053858,0.4344899016053858,0.5334212840809147,0.622787610619469,0.6004415011037527,0.5948678071539658,0.648014440433213,0.5394360441356764,0.5804576825281511,0.5804576825281511,0.6076406814661848,0.5628720238095238,0.5620547431571054,0.6168521462639109,0.6482869379014989,0.5704142011834319,0.607445008460237,0.47218887555022004,0.6185297955632885,0.47218887555022004,0.47218887555022004,0.6172043010752688,0.5,0.6339533043134151,0.5618374558303887,0.5618374558303887,0.40447832301095765,0.3173289183222958,0.3173289183222958,0.5038204393505252,0.4206054168879447,0.6006511123168747,0.6006511123168747,0.5713414634146341,0.566420664206642,0.5783726664318423,0.41998936735778836,0.42761904761904757,0.5392772977219167,0.5633717404487568,0.6500286861732645,0.5941375422773394,0.5441354292623942,0.6145717463848721,0.6032482598607889,0.5910931174089069
Bariatricus comes,0.5906579608237067,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.29405737704918034,0.29405737704918034,0.5612627073301231,0.579840848806366,0.579840848806366,0.2506240639041438,0.5550481988838154,0.5550481988838154,0.29572731637061933,0.4399393709738537,0.4399393709738537,0.4555084745762712,0.29255319148936165,0.38488888888888884,0.5695652173913044,0.2626849894291755,0.19620253164556967,0.19620253164556967,0.5992023928215353,0.379646017699115,0.3946110386788353,0.3824681684622919,0.3003412969283277,0.0,0.0,0.3379416282642089,0.568486096807415,0.4458086367485182,0.40772128060263657,0.5403959336543607,0.42020113686051597,0.40267335004177107,0.5742574257425743,0.5061361100780959,0.4955374466433837,0.6400580551523948,0.5147280966767371,0.4955374466433837,0.5223214285714286,0.4896496815286624,0.5168295331161781,0.5450597176981542,0.5219549446353571,0.5060195635816404,0.6536445926631729,0.6489161168708766,0.6441484300666032,0.5223214285714286,0.5168295331161781,0.5350620891161432,0.5172932330827067,0.5301335258029591,0.5118354675979822,0.6402704007725737,0.5110251450676982,0.5154320987654322,0.4073891625615763,0.4073891625615763,0.4073891625615763,0.6831472620946305,0.4073891625615763,0.4073891625615763,0.4921310080816673,0.6573843858776728,0.6365441906653426,0.553159288687098,0.6860962566844919,0.4984126984126984,0.5165706051873199,0.5165706051873199,0.6117478510028653,0.5058694057226706,0.5007412898443291,0.6389961389961389,0.6440257808626673,0.5265180630284396,0.6373346897253307,0.4222483352918136,0.6341266639774102,0.4222483352918136,0.4222483352918136,0.6430269413629159,0.44999999999999996,0.6269216347956506,0.5228832951945079,0.5228832951945079,0.3815370623010459,0.29103303618248555,0.29103303618248555,0.5221043324491601,0.4684944684944685,0.642161635832522,0.642161635832522,0.6376734258271077,0.6227642276422765,0.5318118948824343,0.3732106339468303,0.391941391941392,0.5043776170536733,0.5968443960826986,0.670643153526971,0.6119096509240247,0.5639056500274273,0.6420311714429361,0.6074468085106384,0.6132075471698113
Bariatricus comes_A,0.5906579608237067,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.30750721847930707,0.29405737704918034,0.29405737704918034,0.5612627073301231,0.579840848806366,0.579840848806366,0.2506240639041438,0.5550481988838154,0.5550481988838154,0.29572731637061933,0.4399393709738537,0.4399393709738537,0.4555084745762712,0.29255319148936165,0.38488888888888884,0.5695652173913044,0.2626849894291755,0.19620253164556967,0.19620253164556967,0.5992023928215353,0.379646017699115,0.3946110386788353,0.3824681684622919,0.3003412969283277,0.0,0.0,0.3379416282642089,0.568486096807415,0.4458086367485182,0.40772128060263657,0.5403959336543607,0.42020113686051597,0.40267335004177107,0.5742574257425743,0.5061361100780959,0.4955374466433837,0.6400580551523948,0.5147280966767371,0.4955374466433837,0.5223214285714286,0.4896496815286624,0.5168295331161781,0.5450597176981542,0.5219549446353571,0.5060195635816404,0.6536445926631729,0.6489161168708766,0.6441484300666032,0.5223214285714286,0.5168295331161781,0.5350620891161432,0.5172932330827067,0.5301335258029591,0.5118354675979822,0.6402704007725737,0.5110251450676982,0.5154320987654322,0.4073891625615763,0.4073891625615763,0.4073891625615763,0.6831472620946305,0.4073891625615763,0.4073891625615763,0.4921310080816673,0.6573843858776728,0.6365441906653426,0.553159288687098,0.6860962566844919,0.4984126984126984,0.5165706051873199,0.5165706051873199,0.6117478510028653,0.5058694057226706,0.5007412898443291,0.6389961389961389,0.6440257808626673,0.5265180630284396,0.6373346897253307,0.4222483352918136,0.6341266639774102,0.4222483352918136,0.4222483352918136,0.6430269413629159,0.44999999999999996,0.6269216347956506,0.5228832951945079,0.5228832951945079,0.3815370623010459,0.29103303618248555,0.29103303618248555,0.5221043324491601,0.4684944684944685,0.642161635832522,0.642161635832522,0.6376734258271077,0.6227642276422765,0.5318118948824343,0.3732106339468303,0.391941391941392,0.5043776170536733,0.5968443960826986,0.670643153526971,0.6119096509240247,0.5639056500274273,0.6420311714429361,0.6074468085106384,0.6132075471698113
